"YEAR","FL_DATE","OP_CARRIER_FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018,2018-04-26,"2264","SFO","BOS",-5.00,-4.00,0.00,"",,,,,,
2018,2018-04-26,"2214","BOS","DEN",-3.00,-16.00,0.00,"",,,,,,
2018,2018-04-26,"2154","LAX","BOS",-6.00,-15.00,0.00,"",,,,,,
2018,2018-04-26,"2136","BOS","IAD",1.00,-10.00,0.00,"",,,,,,
2018,2018-04-26,"2062","EWR","BOS",-2.00,-6.00,0.00,"",,,,,,
2018,2018-04-26,"2047","BOS","EWR",63.00,59.00,0.00,"",0.00,0.00,59.00,0.00,0.00,
2018,2018-04-26,"2047","IAH","BOS",-6.00,-12.00,0.00,"",,,,,,
2018,2018-04-26,"2045","BOS","IAH",0.00,-8.00,0.00,"",,,,,,
2018,2018-04-26,"2045","EWR","BOS",3.00,18.00,0.00,"",0.00,0.00,18.00,0.00,0.00,
2018,2018-04-26,"1946","BOS","EWR",91.00,81.00,0.00,"",0.00,0.00,81.00,0.00,0.00,
2018,2018-04-26,"1928","BOS","EWR",-11.00,-3.00,0.00,"",,,,,,
2018,2018-04-26,"1888","IAH","BOS",-1.00,-10.00,0.00,"",,,,,,
2018,2018-04-26,"1865","SFO","BOS",-2.00,29.00,0.00,"",0.00,0.00,29.00,0.00,0.00,
2018,2018-04-26,"1820","BOS","LAX",-8.00,-18.00,0.00,"",,,,,,
2018,2018-04-26,"1666","EWR","BOS",-7.00,-17.00,0.00,"",,,,,,
2018,2018-04-26,"1629","EWR","BOS",64.00,78.00,0.00,"",64.00,0.00,14.00,0.00,0.00,
2018,2018-04-26,"1606","DEN","BOS",-5.00,-15.00,0.00,"",,,,,,
2018,2018-04-26,"1598","BOS","ORD",0.00,-16.00,0.00,"",,,,,,
2018,2018-04-26,"1578","IAH","BOS",-3.00,-14.00,0.00,"",,,,,,
2018,2018-04-26,"1564","BOS","ORD",3.00,1.00,0.00,"",,,,,,
2018,2018-04-26,"1551","BOS","EWR",3.00,1.00,0.00,"",,,,,,
2018,2018-04-26,"1425","BOS","EWR",47.00,49.00,0.00,"",0.00,0.00,49.00,0.00,0.00,
2018,2018-04-26,"1420","ORD","BOS",-3.00,-9.00,0.00,"",,,,,,
2018,2018-04-26,"1413","SFO","BOS",6.00,-20.00,0.00,"",,,,,,
2018,2018-04-26,"1254","BOS","IAH",63.00,89.00,0.00,"",63.00,0.00,26.00,0.00,0.00,
2018,2018-04-26,"1253","IAH","BOS",-5.00,-7.00,0.00,"",,,,,,
2018,2018-04-26,"1251","BOS","ORD",-5.00,-18.00,0.00,"",,,,,,
2018,2018-04-26,"1223","ORD","BOS",47.00,51.00,0.00,"",2.00,0.00,4.00,0.00,45.00,
2018,2018-04-26,"1202","EWR","BOS",-3.00,-12.00,0.00,"",,,,,,
2018,2018-04-26,"1196","BOS","DEN",2.00,-11.00,0.00,"",,,,,,
2018,2018-04-26,"1083","EWR","BOS",-10.00,-26.00,0.00,"",,,,,,
2018,2018-04-26,"1078","BOS","EWR",-9.00,-14.00,0.00,"",,,,,,
