"YEAR","FL_DATE","OP_CARRIER_FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017,2017-05-21,"800","BOS","ATL",3.00,-10.00,0.00,"",,,,,,
2017,2017-05-21,"868","MSP","BOS",-3.00,-17.00,0.00,"",,,,,,
2017,2017-05-21,"900","BOS","ATL",-2.00,-11.00,0.00,"",,,,,,
2017,2017-05-21,"903","ATL","BOS",16.00,-2.00,0.00,"",,,,,,
2017,2017-05-21,"980","ATL","BOS",47.00,52.00,0.00,"",0.00,0.00,52.00,0.00,0.00,
2017,2017-05-21,"981","BOS","ATL",10.00,-8.00,0.00,"",,,,,,
2017,2017-05-21,"992","BOS","MCO",-3.00,-26.00,0.00,"",,,,,,
2017,2017-05-21,"993","MCO","BOS",-7.00,-16.00,0.00,"",,,,,,
2017,2017-05-21,"995","MSP","BOS",-5.00,-7.00,0.00,"",,,,,,
2017,2017-05-21,"1059","BOS","SLC",-1.00,-34.00,0.00,"",,,,,,
2017,2017-05-21,"1145","DTW","BOS",25.00,35.00,0.00,"",0.00,0.00,35.00,0.00,0.00,
2017,2017-05-21,"1200","ATL","BOS",3.00,11.00,0.00,"",,,,,,
2017,2017-05-21,"1253","BOS","LAX",0.00,10.00,0.00,"",,,,,,
2017,2017-05-21,"1254","BOS","MCO",110.00,81.00,0.00,"",4.00,0.00,0.00,0.00,77.00,
2017,2017-05-21,"1302","BOS","JFK",22.00,8.00,0.00,"",,,,,,
2017,2017-05-21,"1315","BOS","MCO",-4.00,-39.00,0.00,"",,,,,,
2017,2017-05-21,"1366","BOS","MSP",42.00,14.00,0.00,"",,,,,,
2017,2017-05-21,"1398","DTW","BOS",-5.00,17.00,0.00,"",0.00,0.00,17.00,0.00,0.00,
2017,2017-05-21,"1449","BOS","ATL",3.00,-17.00,0.00,"",,,,,,
2017,2017-05-21,"1500","ATL","BOS",-2.00,-10.00,0.00,"",,,,,,
2017,2017-05-21,"1523","BOS","DTW",-10.00,-21.00,0.00,"",,,,,,
2017,2017-05-21,"1529","MSP","BOS",100.00,104.00,0.00,"",0.00,0.00,104.00,0.00,0.00,
2017,2017-05-21,"1657","BOS","CVG",78.00,67.00,0.00,"",3.00,0.00,3.00,0.00,61.00,
2017,2017-05-21,"1661","BOS","SLC",14.00,-13.00,0.00,"",,,,,,
2017,2017-05-21,"1683","BOS","JFK",94.00,90.00,0.00,"",0.00,0.00,0.00,0.00,90.00,
2017,2017-05-21,"1700","BOS","ATL",68.00,45.00,0.00,"",11.00,0.00,0.00,0.00,34.00,
2017,2017-05-21,"1723","BOS","MSP",-1.00,-25.00,0.00,"",,,,,,
2017,2017-05-21,"1762","BOS","ATL",-7.00,-31.00,0.00,"",,,,,,
2017,2017-05-21,"1800","ATL","BOS",109.00,103.00,0.00,"",0.00,0.00,103.00,0.00,0.00,
2017,2017-05-21,"1843","SLC","BOS",-2.00,-24.00,0.00,"",,,,,,
2017,2017-05-21,"1880","BOS","ATL",2.00,-12.00,0.00,"",,,,,,
2017,2017-05-21,"2028","BOS","SLC",-5.00,-13.00,0.00,"",,,,,,
2017,2017-05-21,"2062","MSP","BOS",87.00,76.00,0.00,"",10.00,0.00,65.00,0.00,1.00,
2017,2017-05-21,"2079","BOS","DTW",14.00,5.00,0.00,"",,,,,,
2017,2017-05-21,"2100","ATL","BOS",62.00,63.00,0.00,"",0.00,0.00,63.00,0.00,0.00,
2017,2017-05-21,"2102","ATL","BOS",19.00,4.00,0.00,"",,,,,,
2017,2017-05-21,"2258","SLC","BOS",-5.00,-30.00,0.00,"",,,,,,
2017,2017-05-21,"2300","ATL","BOS",1.00,-17.00,0.00,"",,,,,,
2017,2017-05-21,"2304","BOS","LAX",5.00,-9.00,0.00,"",,,,,,
2017,2017-05-21,"2376","LAX","BOS",97.00,67.00,0.00,"",67.00,0.00,0.00,0.00,0.00,
2017,2017-05-21,"2391","BOS","MSP",28.00,1.00,0.00,"",,,,,,
2017,2017-05-31,"42","BOS","JFK",78.00,72.00,0.00,"",9.00,0.00,0.00,0.00,63.00,
2017,2017-05-31,"43","JFK","BOS",81.00,69.00,0.00,"",0.00,0.00,63.00,0.00,6.00,
2017,2017-05-31,"58","MCO","BOS",111.00,127.00,0.00,"",17.00,0.00,26.00,0.00,84.00,
2017,2017-05-31,"104","ATL","BOS",22.00,7.00,0.00,"",,,,,,
2017,2017-05-31,"105","BOS","ATL",53.00,41.00,0.00,"",6.00,0.00,0.00,0.00,35.00,
2017,2017-05-31,"124","MCO","BOS",-3.00,-30.00,0.00,"",,,,,,
2017,2017-05-31,"126","CVG","BOS",40.00,40.00,0.00,"",0.00,0.00,40.00,0.00,0.00,
2017,2017-05-31,"154","DTW","BOS",137.00,146.00,0.00,"",0.00,0.00,146.00,0.00,0.00,
2017,2017-05-31,"155","BOS","DTW",35.00,30.00,0.00,"",3.00,0.00,0.00,0.00,27.00,
2017,2017-05-31,"158","DTW","BOS",31.00,31.00,0.00,"",0.00,0.00,31.00,0.00,0.00,
2017,2017-05-31,"159","BOS","DTW",-6.00,-5.00,0.00,"",,,,,,
2017,2017-05-31,"188","DTW","BOS",108.00,98.00,0.00,"",0.00,0.00,98.00,0.00,0.00,
2017,2017-05-31,"189","BOS","DTW",29.00,24.00,0.00,"",24.00,0.00,0.00,0.00,0.00,
2017,2017-05-31,"431","JFK","BOS",-4.00,-5.00,0.00,"",,,,,,
2017,2017-05-31,"667","DTW","BOS",22.00,11.00,0.00,"",,,,,,
2017,2017-05-31,"753","BOS","DTW",357.00,338.00,0.00,"",231.00,0.00,0.00,0.00,107.00,
2017,2017-05-31,"761","BOS","DTW",-2.00,2.00,0.00,"",,,,,,
2017,2017-05-31,"800","BOS","ATL",5.00,-4.00,0.00,"",,,,,,
2017,2017-05-31,"808","MSP","BOS",15.00,-5.00,0.00,"",,,,,,
2017,2017-05-31,"809","BOS","MSP",-3.00,8.00,0.00,"",,,,,,
2017,2017-05-31,"868","MSP","BOS",96.00,75.00,0.00,"",0.00,0.00,66.00,0.00,9.00,
2017,2017-05-31,"900","BOS","ATL",6.00,12.00,0.00,"",,,,,,
2017,2017-05-31,"903","ATL","BOS",44.00,22.00,0.00,"",0.00,0.00,14.00,0.00,8.00,
2017,2017-05-31,"980","ATL","BOS",83.00,76.00,0.00,"",0.00,0.00,76.00,0.00,0.00,
2017,2017-05-31,"981","BOS","ATL",-1.00,-8.00,0.00,"",,,,,,
2017,2017-05-31,"992","BOS","MCO",83.00,84.00,0.00,"",0.00,0.00,1.00,0.00,83.00,
2017,2017-05-31,"993","MCO","BOS",112.00,87.00,0.00,"",87.00,0.00,0.00,0.00,0.00,
2017,2017-05-31,"995","MSP","BOS",0.00,-8.00,0.00,"",,,,,,
2017,2017-05-31,"1059","BOS","SLC",54.00,24.00,0.00,"",6.00,0.00,0.00,0.00,18.00,
2017,2017-05-31,"1145","DTW","BOS",79.00,120.00,0.00,"",0.00,0.00,120.00,0.00,0.00,
2017,2017-05-31,"1200","ATL","BOS",0.00,-17.00,0.00,"",,,,,,
2017,2017-05-31,"1253","BOS","LAX",-3.00,0.00,0.00,"",,,,,,
2017,2017-05-31,"1254","BOS","MCO",192.00,184.00,0.00,"",3.00,0.00,0.00,0.00,181.00,
2017,2017-05-31,"1302","BOS","JFK",23.00,8.00,0.00,"",,,,,,
2017,2017-05-31,"1315","BOS","MCO",-1.00,6.00,0.00,"",,,,,,
2017,2017-05-31,"1366","BOS","MSP",2.00,-14.00,0.00,"",,,,,,
2017,2017-05-31,"1398","DTW","BOS",27.00,32.00,0.00,"",0.00,0.00,32.00,0.00,0.00,
2017,2017-05-31,"1449","BOS","ATL",36.00,38.00,0.00,"",11.00,0.00,2.00,0.00,25.00,
2017,2017-05-31,"1500","ATL","BOS",67.00,49.00,0.00,"",0.00,0.00,49.00,0.00,0.00,
2017,2017-05-31,"1501","BOS","ATL",-5.00,2.00,0.00,"",,,,,,
2017,2017-05-31,"1523","BOS","DTW",22.00,-4.00,0.00,"",,,,,,
2017,2017-05-31,"1529","MSP","BOS",139.00,189.00,0.00,"",0.00,0.00,189.00,0.00,0.00,
2017,2017-05-31,"1657","BOS","CVG",34.00,29.00,0.00,"",0.00,0.00,0.00,0.00,29.00,
2017,2017-05-31,"1683","BOS","JFK",117.00,115.00,0.00,"",0.00,0.00,0.00,0.00,115.00,
2017,2017-05-31,"1700","BOS","ATL",74.00,78.00,0.00,"",0.00,0.00,4.00,0.00,74.00,
2017,2017-05-31,"1723","BOS","MSP",-4.00,-8.00,0.00,"",,,,,,
2017,2017-05-31,"1762","BOS","ATL",-3.00,-14.00,0.00,"",,,,,,
2017,2017-05-31,"1800","ATL","BOS",174.00,160.00,0.00,"",5.00,0.00,152.00,0.00,3.00,
2017,2017-05-31,"1880","BOS","ATL",-2.00,-4.00,0.00,"",,,,,,
2017,2017-05-31,"2028","BOS","SLC",-2.00,-7.00,0.00,"",,,,,,
2017,2017-05-31,"2062","MSP","BOS",99.00,107.00,0.00,"",0.00,0.00,107.00,0.00,0.00,
2017,2017-05-31,"2079","BOS","DTW",-4.00,-4.00,0.00,"",,,,,,
2017,2017-05-31,"2089","ATL","BOS",-1.00,-19.00,0.00,"",,,,,,
2017,2017-05-31,"2100","ATL","BOS",102.00,104.00,0.00,"",0.00,0.00,104.00,0.00,0.00,
2017,2017-05-31,"2102","ATL","BOS",-1.00,-17.00,0.00,"",,,,,,
2017,2017-05-31,"2258","SLC","BOS",-18.00,-30.00,0.00,"",,,,,,
2017,2017-05-31,"2300","ATL","BOS",6.00,-7.00,0.00,"",,,,,,
2017,2017-05-31,"2313","BOS","DTW",-6.00,-9.00,0.00,"",,,,,,
2017,2017-05-31,"2353","BOS","CVG",-6.00,6.00,0.00,"",,,,,,
2017,2017-05-31,"2391","BOS","MSP",41.00,26.00,0.00,"",7.00,0.00,0.00,0.00,19.00,
2017,2017-05-31,"2437","DTW","BOS",-5.00,-14.00,0.00,"",,,,,,
2017,2017-05-31,"2471","BOS","JFK",-5.00,-12.00,0.00,"",,,,,,
2017,2017-05-31,"2523","DTW","BOS",-2.00,-16.00,0.00,"",,,,,,
2017,2017-05-31,"2529","CVG","BOS",77.00,64.00,0.00,"",0.00,0.00,51.00,0.00,13.00,
2017,2017-05-31,"2531","LAX","BOS",12.00,19.00,0.00,"",0.00,0.00,19.00,0.00,0.00,
2017,2017-05-31,"2532","LAX","BOS",-6.00,-32.00,0.00,"",,,,,,
2017,2017-05-31,"2533","BOS","LAX",0.00,-22.00,0.00,"",,,,,,
2017,2017-05-31,"2549","MSP","BOS",100.00,112.00,0.00,"",0.00,0.00,112.00,0.00,0.00,
2017,2017-05-31,"2588","BOS","MSP",13.00,-6.00,0.00,"",,,,,,
2017,2017-05-31,"2611","ATL","BOS",136.00,125.00,0.00,"",0.00,0.00,125.00,0.00,0.00,
2017,2017-05-31,"2635","SEA","BOS",69.00,74.00,0.00,"",0.00,0.00,74.00,0.00,0.00,
2017,2017-05-31,"2648","BOS","ATL",27.00,27.00,0.00,"",0.00,0.00,27.00,0.00,0.00,
2017,2017-05-31,"2651","BOS","SEA",-2.00,-8.00,0.00,"",,,,,,
