"YEAR","FL_DATE","OP_CARRIER_FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2016,2016-06-01,"109","BOS","DTW",-5.00,-19.00,0.00,"",,,,,,
2016,2016-06-02,"109","BOS","DTW",94.00,84.00,0.00,"",9.00,0.00,1.00,0.00,74.00,
2016,2016-06-03,"109","BOS","DTW",-3.00,-9.00,0.00,"",,,,,,
2016,2016-06-04,"109","BOS","DTW",-12.00,-19.00,0.00,"",,,,,,
2016,2016-06-05,"109","BOS","DTW",,,1.00,"C",,,,,,
2016,2016-06-06,"109","BOS","DTW",-21.00,2.00,0.00,"",,,,,,
2016,2016-06-07,"109","BOS","DTW",77.00,87.00,0.00,"",48.00,0.00,39.00,0.00,0.00,
2016,2016-06-08,"109","BOS","DTW",21.00,11.00,0.00,"",,,,,,
2016,2016-06-09,"109","BOS","DTW",6.00,-1.00,0.00,"",,,,,,
2016,2016-06-10,"109","BOS","DTW",92.00,78.00,0.00,"",5.00,0.00,5.00,0.00,68.00,
2016,2016-06-11,"109","BOS","DTW",-15.00,-11.00,0.00,"",,,,,,
2016,2016-06-12,"109","BOS","DTW",5.00,25.00,0.00,"",5.00,0.00,20.00,0.00,0.00,
2016,2016-06-13,"109","BOS","DTW",-25.00,-31.00,0.00,"",,,,,,
2016,2016-06-14,"109","BOS","DTW",-1.00,-3.00,0.00,"",,,,,,
2016,2016-06-15,"109","BOS","DTW",6.00,-9.00,0.00,"",,,,,,
2016,2016-06-16,"109","BOS","DTW",89.00,83.00,0.00,"",0.00,0.00,83.00,0.00,0.00,
2016,2016-06-17,"109","BOS","DTW",42.00,27.00,0.00,"",0.00,0.00,27.00,0.00,0.00,
2016,2016-06-18,"109","BOS","DTW",-13.00,-23.00,0.00,"",,,,,,
2016,2016-06-19,"109","BOS","DTW",-6.00,-11.00,0.00,"",,,,,,
2016,2016-06-20,"109","BOS","DTW",2.00,26.00,0.00,"",0.00,0.00,26.00,0.00,0.00,
2016,2016-06-21,"109","BOS","DTW",-1.00,-11.00,0.00,"",,,,,,
2016,2016-06-22,"109","BOS","DTW",-1.00,-4.00,0.00,"",,,,,,
2016,2016-06-23,"109","BOS","DTW",32.00,29.00,0.00,"",29.00,0.00,0.00,0.00,0.00,
2016,2016-06-24,"109","BOS","DTW",-3.00,-7.00,0.00,"",,,,,,
2016,2016-06-25,"109","BOS","DTW",-1.00,-16.00,0.00,"",,,,,,
2016,2016-06-26,"109","BOS","DTW",20.00,8.00,0.00,"",,,,,,
2016,2016-06-27,"109","BOS","DTW",50.00,47.00,0.00,"",47.00,0.00,0.00,0.00,0.00,
2016,2016-06-28,"109","BOS","DTW",86.00,85.00,0.00,"",22.00,0.00,1.00,0.00,62.00,
2016,2016-06-29,"109","BOS","DTW",12.00,7.00,0.00,"",,,,,,
2016,2016-06-30,"109","BOS","DTW",29.00,20.00,0.00,"",4.00,0.00,1.00,0.00,15.00,
2016,2016-06-01,"110","DTW","BOS",-6.00,5.00,0.00,"",,,,,,
2016,2016-06-02,"110","DTW","BOS",4.00,26.00,0.00,"",4.00,0.00,22.00,0.00,0.00,
2016,2016-06-03,"110","DTW","BOS",-7.00,4.00,0.00,"",,,,,,
2016,2016-06-04,"110","DTW","BOS",-7.00,-11.00,0.00,"",,,,,,
2016,2016-06-05,"110","DTW","BOS",17.00,14.00,0.00,"",,,,,,
2016,2016-06-06,"110","DTW","BOS",-5.00,-7.00,0.00,"",,,,,,
2016,2016-06-07,"110","DTW","BOS",-8.00,-17.00,0.00,"",,,,,,
2016,2016-06-08,"110","DTW","BOS",-9.00,-9.00,0.00,"",,,,,,
2016,2016-06-09,"110","DTW","BOS",-2.00,-3.00,0.00,"",,,,,,
2016,2016-06-10,"110","DTW","BOS",-9.00,-8.00,0.00,"",,,,,,
2016,2016-06-11,"110","DTW","BOS",-6.00,-14.00,0.00,"",,,,,,
2016,2016-06-12,"110","DTW","BOS",-9.00,-17.00,0.00,"",,,,,,
2016,2016-06-13,"110","DTW","BOS",-5.00,-2.00,0.00,"",,,,,,
2016,2016-06-14,"110","DTW","BOS",-7.00,-5.00,0.00,"",,,,,,
2016,2016-06-15,"110","DTW","BOS",7.00,10.00,0.00,"",,,,,,
2016,2016-06-16,"110","DTW","BOS",-4.00,-4.00,0.00,"",,,,,,
2016,2016-06-17,"110","DTW","BOS",113.00,112.00,0.00,"",112.00,0.00,0.00,0.00,0.00,
2016,2016-06-18,"110","DTW","BOS",-6.00,-4.00,0.00,"",,,,,,
2016,2016-06-19,"110","DTW","BOS",0.00,-1.00,0.00,"",,,,,,
2016,2016-06-20,"110","DTW","BOS",-6.00,-5.00,0.00,"",,,,,,
2016,2016-06-21,"110","DTW","BOS",-7.00,-19.00,0.00,"",,,,,,
2016,2016-06-22,"110","DTW","BOS",5.00,5.00,0.00,"",,,,,,
2016,2016-06-23,"110","DTW","BOS",-9.00,-25.00,0.00,"",,,,,,
2016,2016-06-24,"110","DTW","BOS",-12.00,-9.00,0.00,"",,,,,,
2016,2016-06-25,"110","DTW","BOS",-11.00,-18.00,0.00,"",,,,,,
2016,2016-06-26,"110","DTW","BOS",93.00,88.00,0.00,"",88.00,0.00,0.00,0.00,0.00,
2016,2016-06-27,"110","DTW","BOS",-10.00,-17.00,0.00,"",,,,,,
2016,2016-06-28,"110","DTW","BOS",-5.00,-7.00,0.00,"",,,,,,
2016,2016-06-29,"110","DTW","BOS",-2.00,-8.00,0.00,"",,,,,,
2016,2016-06-30,"110","DTW","BOS",-3.00,0.00,0.00,"",,,,,,
2016,2016-06-01,"126","MYR","BOS",-1.00,-12.00,0.00,"",,,,,,
2016,2016-06-02,"126","MYR","BOS",14.00,2.00,0.00,"",,,,,,
2016,2016-06-03,"126","MYR","BOS",66.00,61.00,0.00,"",0.00,0.00,0.00,0.00,61.00,
2016,2016-06-04,"126","MYR","BOS",-17.00,-23.00,0.00,"",,,,,,
2016,2016-06-05,"126","MYR","BOS",-5.00,-10.00,0.00,"",,,,,,
2016,2016-06-06,"126","MYR","BOS",-3.00,-18.00,0.00,"",,,,,,
2016,2016-06-07,"126","MYR","BOS",-11.00,-26.00,0.00,"",,,,,,
2016,2016-06-08,"126","MYR","BOS",0.00,-4.00,0.00,"",,,,,,
2016,2016-06-09,"126","MYR","BOS",6.00,-4.00,0.00,"",,,,,,
2016,2016-06-10,"126","MYR","BOS",217.00,225.00,0.00,"",1.00,0.00,8.00,0.00,216.00,
2016,2016-06-11,"126","MYR","BOS",-10.00,-10.00,0.00,"",,,,,,
2016,2016-06-12,"126","MYR","BOS",-12.00,-13.00,0.00,"",,,,,,
2016,2016-06-13,"126","MYR","BOS",-15.00,-18.00,0.00,"",,,,,,
2016,2016-06-14,"126","MYR","BOS",5.00,0.00,0.00,"",,,,,,
2016,2016-06-15,"126","MYR","BOS",0.00,-6.00,0.00,"",,,,,,
2016,2016-06-16,"126","MYR","BOS",5.00,4.00,0.00,"",,,,,,
2016,2016-06-17,"126","MYR","BOS",98.00,94.00,0.00,"",0.00,0.00,0.00,0.00,94.00,
2016,2016-06-18,"126","MYR","BOS",82.00,85.00,0.00,"",0.00,0.00,3.00,0.00,82.00,
2016,2016-06-19,"126","MYR","BOS",-9.00,-13.00,0.00,"",,,,,,
2016,2016-06-20,"126","MYR","BOS",1.00,-2.00,0.00,"",,,,,,
2016,2016-06-21,"126","MYR","BOS",2.00,-4.00,0.00,"",,,,,,
2016,2016-06-22,"126","MYR","BOS",-12.00,-18.00,0.00,"",,,,,,
2016,2016-06-23,"126","MYR","BOS",45.00,45.00,0.00,"",31.00,0.00,0.00,0.00,14.00,
2016,2016-06-24,"126","MYR","BOS",2.00,-2.00,0.00,"",,,,,,
2016,2016-06-25,"126","MYR","BOS",0.00,-3.00,0.00,"",,,,,,
2016,2016-06-26,"126","MYR","BOS",-5.00,-3.00,0.00,"",,,,,,
2016,2016-06-27,"126","MYR","BOS",-10.00,-16.00,0.00,"",,,,,,
2016,2016-06-28,"126","MYR","BOS",-10.00,-26.00,0.00,"",,,,,,
2016,2016-06-29,"126","MYR","BOS",46.00,37.00,0.00,"",30.00,0.00,1.00,0.00,6.00,
2016,2016-06-30,"126","MYR","BOS",11.00,1.00,0.00,"",,,,,,
2016,2016-06-01,"147","BOS","ACY",-7.00,-3.00,0.00,"",,,,,,
2016,2016-06-02,"147","BOS","ACY",-5.00,-4.00,0.00,"",,,,,,
2016,2016-06-03,"147","BOS","ACY",5.00,2.00,0.00,"",,,,,,
2016,2016-06-04,"147","BOS","ACY",-2.00,-7.00,0.00,"",,,,,,
2016,2016-06-05,"147","BOS","ACY",-10.00,-4.00,0.00,"",,,,,,
2016,2016-06-06,"147","BOS","ACY",-7.00,-3.00,0.00,"",,,,,,
2016,2016-06-07,"147","BOS","ACY",13.00,23.00,0.00,"",13.00,0.00,10.00,0.00,0.00,
2016,2016-06-08,"147","BOS","ACY",35.00,32.00,0.00,"",0.00,0.00,32.00,0.00,0.00,
2016,2016-06-09,"147","BOS","ACY",-7.00,-9.00,0.00,"",,,,,,
2016,2016-06-10,"147","BOS","ACY",-8.00,1.00,0.00,"",,,,,,
2016,2016-06-11,"147","BOS","ACY",91.00,89.00,0.00,"",89.00,0.00,0.00,0.00,0.00,
2016,2016-06-12,"147","BOS","ACY",19.00,19.00,0.00,"",5.00,0.00,0.00,0.00,14.00,
2016,2016-06-13,"147","BOS","ACY",-2.00,13.00,0.00,"",,,,,,
2016,2016-06-14,"147","BOS","ACY",5.00,-1.00,0.00,"",,,,,,
2016,2016-06-15,"147","BOS","ACY",-2.00,-4.00,0.00,"",,,,,,
2016,2016-06-16,"147","BOS","ACY",-9.00,-13.00,0.00,"",,,,,,
2016,2016-06-17,"147","BOS","ACY",31.00,20.00,0.00,"",0.00,0.00,20.00,0.00,0.00,
2016,2016-06-18,"147","BOS","ACY",-8.00,-20.00,0.00,"",,,,,,
2016,2016-06-19,"147","BOS","ACY",-1.00,-11.00,0.00,"",,,,,,
2016,2016-06-20,"147","BOS","ACY",-4.00,-1.00,0.00,"",,,,,,
2016,2016-06-21,"147","BOS","ACY",-8.00,-11.00,0.00,"",,,,,,
2016,2016-06-22,"147","BOS","ACY",-15.00,-12.00,0.00,"",,,,,,
2016,2016-06-23,"147","BOS","ACY",-1.00,16.00,0.00,"",0.00,0.00,16.00,0.00,0.00,
2016,2016-06-24,"147","BOS","ACY",-10.00,-20.00,0.00,"",,,,,,
2016,2016-06-25,"147","BOS","ACY",-1.00,-1.00,0.00,"",,,,,,
2016,2016-06-26,"147","BOS","ACY",27.00,22.00,0.00,"",22.00,0.00,0.00,0.00,0.00,
2016,2016-06-27,"147","BOS","ACY",-7.00,-2.00,0.00,"",,,,,,
2016,2016-06-28,"147","BOS","ACY",5.00,7.00,0.00,"",,,,,,
2016,2016-06-29,"147","BOS","ACY",18.00,12.00,0.00,"",,,,,,
2016,2016-06-30,"147","BOS","ACY",-2.00,-5.00,0.00,"",,,,,,
2016,2016-06-01,"1027","BOS","BWI",5.00,-10.00,0.00,"",,,,,,
2016,2016-06-02,"1027","BOS","BWI",106.00,90.00,0.00,"",24.00,0.00,66.00,0.00,0.00,
2016,2016-06-03,"1027","BOS","BWI",6.00,-9.00,0.00,"",,,,,,
2016,2016-06-04,"1027","BOS","BWI",-8.00,-23.00,0.00,"",,,,,,
2016,2016-06-05,"1027","BOS","BWI",38.00,79.00,0.00,"",6.00,0.00,73.00,0.00,0.00,
2016,2016-06-06,"1027","BOS","BWI",-6.00,-9.00,0.00,"",,,,,,
