"YEAR","FL_DATE","OP_CARRIER_FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017,2017-01-01,"29","MIA","BOS",-4.00,-11.00,0.00,"",,,,,,
2017,2017-01-02,"29","MIA","BOS",-7.00,-19.00,0.00,"",,,,,,
2017,2017-01-03,"29","MIA","BOS",-1.00,-12.00,0.00,"",,,,,,
2017,2017-01-04,"29","MIA","BOS",106.00,94.00,0.00,"",0.00,94.00,0.00,0.00,0.00,
2017,2017-01-05,"29","MIA","BOS",7.00,3.00,0.00,"",,,,,,
2017,2017-01-06,"29","MIA","BOS",13.00,-6.00,0.00,"",,,,,,
2017,2017-01-07,"29","MIA","BOS",,,1.00,"B",,,,,,
2017,2017-01-08,"29","MIA","BOS",,,1.00,"A",,,,,,
2017,2017-01-09,"29","MIA","BOS",-2.00,-1.00,0.00,"",,,,,,
2017,2017-01-10,"29","MIA","BOS",7.00,5.00,0.00,"",,,,,,
2017,2017-01-11,"29","MIA","BOS",-3.00,-7.00,0.00,"",,,,,,
2017,2017-01-12,"29","MIA","BOS",4.00,-8.00,0.00,"",,,,,,
2017,2017-01-13,"29","MIA","BOS",-4.00,-1.00,0.00,"",,,,,,
2017,2017-01-14,"29","MIA","BOS",9.00,11.00,0.00,"",,,,,,
2017,2017-01-15,"29","MIA","BOS",-6.00,-16.00,0.00,"",,,,,,
2017,2017-01-16,"29","MIA","BOS",-4.00,-7.00,0.00,"",,,,,,
2017,2017-01-17,"29","MIA","BOS",1.00,2.00,0.00,"",,,,,,
2017,2017-01-18,"29","MIA","BOS",-6.00,-6.00,0.00,"",,,,,,
2017,2017-01-19,"29","MIA","BOS",74.00,80.00,0.00,"",0.00,0.00,6.00,0.00,74.00,
2017,2017-01-20,"29","MIA","BOS",-4.00,4.00,0.00,"",,,,,,
2017,2017-01-21,"29","MIA","BOS",-3.00,-15.00,0.00,"",,,,,,
2017,2017-01-22,"29","MIA","BOS",-10.00,-5.00,0.00,"",,,,,,
2017,2017-01-23,"29","MIA","BOS",-3.00,-18.00,0.00,"",,,,,,
2017,2017-01-24,"29","MIA","BOS",-4.00,2.00,0.00,"",,,,,,
2017,2017-01-25,"29","MIA","BOS",-5.00,-10.00,0.00,"",,,,,,
2017,2017-01-26,"29","MIA","BOS",-5.00,-22.00,0.00,"",,,,,,
2017,2017-01-27,"29","MIA","BOS",-4.00,-13.00,0.00,"",,,,,,
2017,2017-01-28,"29","MIA","BOS",-13.00,-28.00,0.00,"",,,,,,
2017,2017-01-29,"29","MIA","BOS",-6.00,-14.00,0.00,"",,,,,,
2017,2017-01-30,"29","MIA","BOS",-4.00,14.00,0.00,"",,,,,,
2017,2017-01-31,"29","MIA","BOS",20.00,18.00,0.00,"",18.00,0.00,0.00,0.00,0.00,
2017,2017-01-01,"40","BOS","ORD",-6.00,-18.00,0.00,"",,,,,,
2017,2017-01-02,"40","BOS","ORD",-10.00,9.00,0.00,"",,,,,,
2017,2017-01-03,"40","BOS","ORD",-3.00,-26.00,0.00,"",,,,,,
2017,2017-01-04,"40","BOS","ORD",-2.00,8.00,0.00,"",,,,,,
