"YEAR","FL_DATE","OP_CARRIER_FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018,2018-09-23,"1578","IAH","BOS",-5.00,-17.00,0.00,"",,,,,,
2018,2018-09-23,"1564","BOS","ORD",16.00,5.00,0.00,"",,,,,,
2018,2018-09-23,"1551","BOS","EWR",7.00,32.00,0.00,"",0.00,0.00,32.00,0.00,0.00,
2018,2018-09-23,"1485","DEN","BOS",0.00,-8.00,0.00,"",,,,,,
2018,2018-09-23,"1425","BOS","EWR",29.00,24.00,0.00,"",0.00,0.00,24.00,0.00,0.00,
2018,2018-09-23,"1420","ORD","BOS",34.00,16.00,0.00,"",16.00,0.00,0.00,0.00,0.00,
2018,2018-09-23,"1413","SFO","BOS",52.00,44.00,0.00,"",6.00,0.00,0.00,0.00,38.00,
2018,2018-09-23,"1401","IAH","BOS",5.00,0.00,0.00,"",,,,,,
2018,2018-09-23,"1254","BOS","IAH",4.00,31.00,0.00,"",0.00,0.00,31.00,0.00,0.00,
2018,2018-09-23,"1253","IAH","BOS",-6.00,10.00,0.00,"",,,,,,
2018,2018-09-23,"1251","BOS","ORD",-4.00,-11.00,0.00,"",,,,,,
2018,2018-09-23,"1223","ORD","BOS",-4.00,-5.00,0.00,"",,,,,,
2018,2018-09-23,"1202","BOS","EWR",60.00,87.00,0.00,"",0.00,0.00,31.00,0.00,56.00,
2018,2018-09-23,"1123","BOS","DEN",11.00,15.00,0.00,"",11.00,0.00,4.00,0.00,0.00,
2018,2018-09-23,"1083","EWR","BOS",-6.00,-8.00,0.00,"",,,,,,
2018,2018-09-23,"1078","BOS","EWR",-9.00,-1.00,0.00,"",,,,,,
2018,2018-09-23,"994","EWR","BOS",12.00,24.00,0.00,"",12.00,0.00,12.00,0.00,0.00,
2018,2018-09-23,"992","ORD","BOS",-2.00,-2.00,0.00,"",,,,,,
2018,2018-09-23,"913","ORD","BOS",1.00,3.00,0.00,"",,,,,,
2018,2018-09-23,"824","LAX","BOS",-13.00,-27.00,0.00,"",,,,,,
2018,2018-09-23,"822","IAD","BOS",-4.00,42.00,0.00,"",0.00,0.00,42.00,0.00,0.00,
2018,2018-09-11,"2165","BOS","EWR",-6.00,2.00,0.00,"",,,,,,
2018,2018-09-11,"2154","LAX","BOS",-13.00,-32.00,0.00,"",,,,,,
2018,2018-09-11,"2145","BOS","LAX",-4.00,-19.00,0.00,"",,,,,,
2018,2018-09-11,"2136","BOS","IAD",4.00,-1.00,0.00,"",,,,,,
2018,2018-09-11,"2077","BOS","EWR",-4.00,-5.00,0.00,"",,,,,,
2018,2018-09-11,"2062","EWR","BOS",-5.00,-2.00,0.00,"",,,,,,
2018,2018-09-11,"2047","BOS","EWR",90.00,82.00,0.00,"",8.00,0.00,0.00,0.00,74.00,
2018,2018-09-11,"2047","IAH","BOS",91.00,113.00,0.00,"",0.00,0.00,113.00,0.00,0.00,
2018,2018-09-11,"2045","EWR","BOS",-5.00,-11.00,0.00,"",,,,,,
2018,2018-09-11,"1928","BOS","EWR",-8.00,2.00,0.00,"",,,,,,
2018,2018-09-11,"1922","EWR","BOS",97.00,103.00,0.00,"",0.00,0.00,13.00,0.00,90.00,
2018,2018-09-11,"1888","IAH","BOS",-11.00,-19.00,0.00,"",,,,,,
2018,2018-09-11,"1865","SFO","BOS",56.00,90.00,0.00,"",0.00,0.00,90.00,0.00,0.00,
2018,2018-09-11,"1820","BOS","LAX",51.00,19.00,0.00,"",19.00,0.00,0.00,0.00,0.00,
2018,2018-09-11,"1772","BOS","IAH",14.00,23.00,0.00,"",14.00,0.00,9.00,0.00,0.00,
2018,2018-09-11,"1752","BOS","DEN",7.00,-2.00,0.00,"",,,,,,
2018,2018-09-11,"1666","EWR","BOS",96.00,85.00,0.00,"",0.00,0.00,0.00,0.00,85.00,
2018,2018-09-11,"1651","ORD","BOS",-7.00,-14.00,0.00,"",,,,,,
2018,2018-09-11,"1629","EWR","BOS",-5.00,-5.00,0.00,"",,,,,,
2018,2018-09-11,"1598","BOS","ORD",-3.00,-26.00,0.00,"",,,,,,
2018,2018-09-11,"1578","IAH","BOS",39.00,34.00,0.00,"",0.00,0.00,34.00,0.00,0.00,
2018,2018-09-11,"1564","BOS","ORD",-8.00,-15.00,0.00,"",,,,,,
2018,2018-09-11,"1551","BOS","EWR",147.00,147.00,0.00,"",0.00,0.00,147.00,0.00,0.00,
2018,2018-09-11,"1485","DEN","BOS",35.00,40.00,0.00,"",0.00,0.00,40.00,0.00,0.00,
2018,2018-09-11,"1425","BOS","EWR",87.00,97.00,0.00,"",0.00,0.00,28.00,0.00,69.00,
2018,2018-09-11,"1423","IAH","BOS",61.00,94.00,0.00,"",0.00,0.00,94.00,0.00,0.00,
2018,2018-09-11,"1420","ORD","BOS",-12.00,-29.00,0.00,"",,,,,,
2018,2018-09-11,"1413","SFO","BOS",-7.00,-20.00,0.00,"",,,,,,
2018,2018-09-11,"1254","BOS","IAH",1.00,27.00,0.00,"",0.00,0.00,27.00,0.00,0.00,
2018,2018-09-11,"1253","IAH","BOS",-3.00,18.00,0.00,"",0.00,0.00,18.00,0.00,0.00,
2018,2018-09-11,"1251","BOS","ORD",-6.00,-6.00,0.00,"",,,,,,
2018,2018-09-11,"1223","ORD","BOS",147.00,135.00,0.00,"",0.00,0.00,0.00,0.00,135.00,
2018,2018-09-11,"1202","BOS","EWR",49.00,54.00,0.00,"",0.00,0.00,19.00,0.00,35.00,
2018,2018-09-11,"1083","EWR","BOS",-1.00,42.00,0.00,"",0.00,0.00,42.00,0.00,0.00,
2018,2018-09-11,"1078","BOS","EWR",-6.00,-6.00,0.00,"",,,,,,
2018,2018-09-11,"994","EWR","BOS",60.00,50.00,0.00,"",0.00,0.00,0.00,0.00,50.00,
2018,2018-09-11,"992","ORD","BOS",-6.00,-17.00,0.00,"",,,,,,
2018,2018-09-11,"913","ORD","BOS",23.00,70.00,0.00,"",0.00,0.00,70.00,0.00,0.00,
2018,2018-09-11,"824","LAX","BOS",-8.00,-10.00,0.00,"",,,,,,
2018,2018-09-11,"822","IAD","BOS",73.00,81.00,0.00,"",0.00,0.00,81.00,0.00,0.00,
2018,2018-09-11,"789","DEN","BOS",-2.00,-1.00,0.00,"",,,,,,
2018,2018-09-11,"779","DEN","BOS",37.00,59.00,0.00,"",0.00,0.00,59.00,0.00,0.00,
2018,2018-09-11,"775","BOS","ORD",-6.00,-28.00,0.00,"",,,,,,
2018,2018-09-11,"768","SFO","BOS",-7.00,42.00,0.00,"",0.00,0.00,42.00,0.00,0.00,
2018,2018-09-11,"717","BOS","LAX",0.00,-22.00,0.00,"",,,,,,
2018,2018-09-11,"714","BOS","ORD",60.00,48.00,0.00,"",7.00,0.00,0.00,0.00,41.00,
2018,2018-09-11,"700","BOS","EWR",-5.00,-7.00,0.00,"",,,,,,
2018,2018-09-11,"655","IAD","BOS",-3.00,7.00,0.00,"",,,,,,
2018,2018-09-11,"652","BOS","DEN",0.00,-10.00,0.00,"",,,,,,
2018,2018-09-11,"649","ORD","BOS",-4.00,-1.00,0.00,"",,,,,,
2018,2018-09-11,"646","BOS","IAH",68.00,66.00,0.00,"",9.00,0.00,0.00,0.00,57.00,
2018,2018-09-11,"641","IAD","BOS",-7.00,-8.00,0.00,"",,,,,,
2018,2018-09-11,"599","BOS","ORD",-11.00,-47.00,0.00,"",,,,,,
2018,2018-09-11,"599","DEN","BOS",-5.00,-10.00,0.00,"",,,,,,
2018,2018-09-11,"578","ORD","BOS",1.00,-3.00,0.00,"",,,,,,
2018,2018-09-11,"532","ORD","BOS",0.00,8.00,0.00,"",,,,,,
2018,2018-09-11,"525","BOS","IAD",-4.00,8.00,0.00,"",,,,,,
2018,2018-09-11,"511","BOS","IAD",24.00,23.00,0.00,"",23.00,0.00,0.00,0.00,0.00,
2018,2018-09-11,"477","BOS","SFO",1.00,11.00,0.00,"",,,,,,
2018,2018-09-11,"471","BOS","SFO",67.00,32.00,0.00,"",0.00,0.00,0.00,0.00,32.00,
2018,2018-09-11,"449","BOS","ORD",-10.00,-17.00,0.00,"",,,,,,
2018,2018-09-11,"448","BOS","DEN",13.00,20.00,0.00,"",13.00,0.00,7.00,0.00,0.00,
2018,2018-09-11,"444","SFO","BOS",63.00,,0.00,"",,,,,,
2018,2018-09-11,"439","BOS","ORD",3.00,-6.00,0.00,"",,,,,,
2018,2018-09-11,"433","BOS","SFO",-4.00,-10.00,0.00,"",,,,,,
2018,2018-09-11,"389","BOS","IAD",-3.00,-5.00,0.00,"",,,,,,
2018,2018-09-11,"386","DEN","BOS",-5.00,13.00,0.00,"",,,,,,
2018,2018-09-11,"352","IAD","BOS",-3.00,-11.00,0.00,"",,,,,,
2018,2018-09-11,"351","BOS","SFO",0.00,-12.00,0.00,"",,,,,,
2018,2018-09-11,"339","BOS","DEN",-4.00,-10.00,0.00,"",,,,,,
2018,2018-09-11,"304","BOS","IAH",81.00,69.00,0.00,"",69.00,0.00,0.00,0.00,0.00,
2018,2018-09-11,"242","SFO","BOS",13.00,28.00,0.00,"",0.00,0.00,28.00,0.00,0.00,
2018,2018-09-11,"235","BOS","EWR",21.00,36.00,0.00,"",0.00,0.00,20.00,0.00,16.00,
2018,2018-09-11,"207","BOS","SFO",1.00,-18.00,0.00,"",,,,,,
2018,2018-09-10,"2402","LAX","BOS",-10.00,-21.00,0.00,"",,,,,,
2018,2018-09-10,"2400","BOS","SFO",70.00,44.00,0.00,"",0.00,0.00,6.00,0.00,38.00,
2018,2018-09-10,"2396","SFO","BOS",-2.00,0.00,0.00,"",,,,,,
2018,2018-09-10,"2394","BOS","EWR",-7.00,12.00,0.00,"",,,,,,
2018,2018-09-10,"2360","SFO","BOS",-7.00,-3.00,0.00,"",,,,,,
2018,2018-09-10,"2323","EWR","BOS",62.00,50.00,0.00,"",0.00,0.00,19.00,0.00,31.00,
2018,2018-09-10,"2322","EWR","BOS",173.00,170.00,0.00,"",40.00,0.00,0.00,0.00,130.00,
2018,2018-09-10,"2321","EWR","BOS",-1.00,,0.00,"",,,,,,
2018,2018-09-10,"2320","EWR","BOS",-7.00,-14.00,0.00,"",,,,,,
2018,2018-09-10,"2294","BOS","SFO",-9.00,-16.00,0.00,"",,,,,,
2018,2018-09-10,"2195","BOS","IAH",64.00,73.00,0.00,"",7.00,0.00,9.00,0.00,57.00,
2018,2018-09-10,"2165","BOS","EWR",-4.00,5.00,0.00,"",,,,,,
2018,2018-09-10,"2154","LAX","BOS",-6.00,27.00,0.00,"",0.00,0.00,27.00,0.00,0.00,
2018,2018-09-10,"2145","BOS","LAX",-3.00,-32.00,0.00,"",,,,,,
2018,2018-09-10,"2136","BOS","IAD",0.00,1.00,0.00,"",,,,,,
2018,2018-09-10,"2077","BOS","EWR",-6.00,-1.00,0.00,"",,,,,,
2018,2018-09-10,"2062","EWR","BOS",-9.00,-6.00,0.00,"",,,,,,
2018,2018-09-10,"2047","BOS","EWR",,,1.00,"A",,,,,,
2018,2018-09-10,"2047","IAH","BOS",75.00,68.00,0.00,"",0.00,0.00,68.00,0.00,0.00,
2018,2018-09-10,"2045","EWR","BOS",-8.00,-21.00,0.00,"",,,,,,
2018,2018-09-10,"1928","BOS","EWR",-7.00,-5.00,0.00,"",,,,,,
2018,2018-09-10,"1922","EWR","BOS",,,1.00,"A",,,,,,
2018,2018-09-10,"1888","IAH","BOS",-4.00,-19.00,0.00,"",,,,,,
2018,2018-09-10,"1865","SFO","BOS",136.00,148.00,0.00,"",49.00,0.00,12.00,0.00,87.00,
2018,2018-09-10,"1820","BOS","LAX",-2.00,-42.00,0.00,"",,,,,,
2018,2018-09-10,"1772","BOS","IAH",-9.00,21.00,0.00,"",0.00,0.00,21.00,0.00,0.00,
2018,2018-09-10,"1752","BOS","DEN",0.00,-10.00,0.00,"",,,,,,
2018,2018-09-10,"1666","EWR","BOS",43.00,28.00,0.00,"",3.00,0.00,0.00,0.00,25.00,
2018,2018-09-10,"1651","ORD","BOS",-2.00,-7.00,0.00,"",,,,,,
2018,2018-09-10,"1629","EWR","BOS",-9.00,-19.00,0.00,"",,,,,,
2018,2018-09-10,"1598","BOS","ORD",-2.00,-7.00,0.00,"",,,,,,
2018,2018-09-10,"1578","IAH","BOS",11.00,24.00,0.00,"",0.00,0.00,24.00,0.00,0.00,
2018,2018-09-10,"1564","BOS","ORD",-7.00,8.00,0.00,"",,,,,,
2018,2018-09-10,"1551","BOS","EWR",214.00,228.00,0.00,"",0.00,0.00,23.00,0.00,205.00,
2018,2018-09-10,"1485","DEN","BOS",-8.00,-1.00,0.00,"",,,,,,
2018,2018-09-10,"1425","BOS","EWR",31.00,26.00,0.00,"",0.00,0.00,16.00,0.00,10.00,
2018,2018-09-10,"1423","IAH","BOS",99.00,92.00,0.00,"",0.00,0.00,92.00,0.00,0.00,
2018,2018-09-10,"1420","ORD","BOS",-2.00,-16.00,0.00,"",,,,,,
2018,2018-09-10,"1413","SFO","BOS",-6.00,2.00,0.00,"",,,,,,
2018,2018-09-10,"1254","BOS","IAH",-2.00,-10.00,0.00,"",,,,,,
2018,2018-09-10,"1253","IAH","BOS",-9.00,5.00,0.00,"",,,,,,
2018,2018-09-10,"1251","BOS","ORD",-4.00,-4.00,0.00,"",,,,,,
2018,2018-09-10,"1223","ORD","BOS",67.00,56.00,0.00,"",0.00,0.00,56.00,0.00,0.00,
2018,2018-09-10,"1202","BOS","EWR",166.00,168.00,0.00,"",0.00,0.00,3.00,0.00,165.00,
2018,2018-09-10,"1123","BOS","DEN",1.00,-12.00,0.00,"",,,,,,
2018,2018-09-10,"1083","EWR","BOS",-2.00,13.00,0.00,"",,,,,,
2018,2018-09-10,"1078","BOS","EWR",-1.00,14.00,0.00,"",,,,,,
2018,2018-09-10,"994","EWR","BOS",-1.00,0.00,0.00,"",,,,,,
2018,2018-09-10,"992","ORD","BOS",-5.00,4.00,0.00,"",,,,,,
2018,2018-09-10,"913","ORD","BOS",83.00,137.00,0.00,"",0.00,0.00,137.00,0.00,0.00,
2018,2018-09-10,"824","LAX","BOS",-7.00,-12.00,0.00,"",,,,,,
2018,2018-09-10,"822","IAD","BOS",-3.00,9.00,0.00,"",,,,,,
