"YEAR","FL_DATE","OP_CARRIER_FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018,2018-01-27,"352","IAD","BOS",-7.00,-19.00,0.00,"",,,,,,
2018,2018-01-27,"343","BOS","EWR",-12.00,-10.00,0.00,"",,,,,,
2018,2018-01-27,"339","BOS","DEN",-9.00,-9.00,0.00,"",,,,,,
2018,2018-01-27,"319","BOS","SFO",-3.00,-28.00,0.00,"",,,,,,
2018,2018-01-27,"304","BOS","IAH",-7.00,4.00,0.00,"",,,,,,
2018,2018-01-27,"280","EWR","BOS",-7.00,-27.00,0.00,"",,,,,,
2018,2018-01-27,"242","SFO","BOS",121.00,71.00,0.00,"",71.00,0.00,0.00,0.00,0.00,
2018,2018-01-27,"207","BOS","SFO",-2.00,-11.00,0.00,"",,,,,,
2018,2018-01-27,"203","BOS","ORD",-5.00,-9.00,0.00,"",,,,,,
2018,2018-01-26,"2400","BOS","SFO",-3.00,-25.00,0.00,"",,,,,,
2018,2018-01-26,"2136","BOS","IAD",-8.00,-20.00,0.00,"",,,,,,
2018,2018-01-26,"2062","EWR","BOS",-8.00,-7.00,0.00,"",,,,,,
2018,2018-01-26,"2047","BOS","EWR",-5.00,26.00,0.00,"",0.00,0.00,26.00,0.00,0.00,
2018,2018-01-26,"2047","IAH","BOS",-4.00,-13.00,0.00,"",,,,,,
2018,2018-01-26,"2045","BOS","IAH",-2.00,-7.00,0.00,"",,,,,,
2018,2018-01-26,"1946","BOS","EWR",-9.00,-40.00,0.00,"",,,,,,
2018,2018-01-26,"1928","BOS","EWR",-6.00,-21.00,0.00,"",,,,,,
2018,2018-01-26,"1922","EWR","BOS",-8.00,-21.00,0.00,"",,,,,,
2018,2018-01-26,"1888","IAH","BOS",-6.00,-20.00,0.00,"",,,,,,
2018,2018-01-26,"1868","BOS","EWR",0.00,-5.00,0.00,"",,,,,,
2018,2018-01-26,"1865","SFO","BOS",-4.00,-18.00,0.00,"",,,,,,
2018,2018-01-26,"1666","EWR","BOS",-5.00,-6.00,0.00,"",,,,,,
2018,2018-01-26,"1629","EWR","BOS",-2.00,-14.00,0.00,"",,,,,,
2018,2018-01-26,"1598","BOS","ORD",6.00,-5.00,0.00,"",,,,,,
2018,2018-01-26,"1564","BOS","ORD",-7.00,-32.00,0.00,"",,,,,,
2018,2018-01-26,"1551","BOS","EWR",4.00,-23.00,0.00,"",,,,,,
2018,2018-01-26,"1425","BOS","EWR",-5.00,-6.00,0.00,"",,,,,,
2018,2018-01-26,"1413","SFO","BOS",-11.00,-10.00,0.00,"",,,,,,
2018,2018-01-26,"1275","EWR","BOS",-7.00,-5.00,0.00,"",,,,,,
2018,2018-01-26,"1254","BOS","IAH",-6.00,-8.00,0.00,"",,,,,,
2018,2018-01-26,"1253","IAH","BOS",-11.00,-32.00,0.00,"",,,,,,
2018,2018-01-26,"1251","BOS","ORD",-9.00,-26.00,0.00,"",,,,,,
2018,2018-01-26,"1233","BOS","IAH",0.00,-16.00,0.00,"",,,,,,
2018,2018-01-26,"1202","BOS","EWR",-7.00,5.00,0.00,"",,,,,,
2018,2018-01-26,"1078","BOS","EWR",-4.00,-1.00,0.00,"",,,,,,
2018,2018-01-26,"1077","IAH","BOS",-4.00,-7.00,0.00,"",,,,,,
2018,2018-01-26,"1002","ORD","BOS",-5.00,-11.00,0.00,"",,,,,,
2018,2018-01-26,"994","EWR","BOS",-3.00,-17.00,0.00,"",,,,,,
2018,2018-01-26,"992","ORD","BOS",-4.00,-13.00,0.00,"",,,,,,
2018,2018-01-26,"824","LAX","BOS",-11.00,1.00,0.00,"",,,,,,
2018,2018-01-26,"822","IAD","BOS",-7.00,-15.00,0.00,"",,,,,,
2018,2018-01-26,"790","ORD","BOS",-5.00,-19.00,0.00,"",,,,,,
2018,2018-01-26,"789","DEN","BOS",2.00,-15.00,0.00,"",,,,,,
2018,2018-01-26,"775","BOS","ORD",-7.00,-19.00,0.00,"",,,,,,
2018,2018-01-26,"768","SFO","BOS",-8.00,-26.00,0.00,"",,,,,,
2018,2018-01-26,"717","BOS","LAX",1.00,-22.00,0.00,"",,,,,,
2018,2018-01-26,"700","BOS","EWR",-7.00,-14.00,0.00,"",,,,,,
2018,2018-01-26,"679","EWR","BOS",-8.00,-18.00,0.00,"",,,,,,
2018,2018-01-26,"670","ORD","BOS",-2.00,-1.00,0.00,"",,,,,,
2018,2018-01-26,"655","IAD","BOS",-7.00,-15.00,0.00,"",,,,,,
2018,2018-01-26,"652","BOS","DEN",0.00,-9.00,0.00,"",,,,,,
2018,2018-01-26,"641","IAD","BOS",-6.00,-12.00,0.00,"",,,,,,
2018,2018-01-26,"599","BOS","ORD",0.00,-14.00,0.00,"",,,,,,
2018,2018-01-26,"599","DEN","BOS",-1.00,-14.00,0.00,"",,,,,,
2018,2018-01-26,"578","ORD","BOS",-7.00,-22.00,0.00,"",,,,,,
2018,2018-01-26,"539","EWR","BOS",-5.00,-18.00,0.00,"",,,,,,
2018,2018-01-26,"532","ORD","BOS",-6.00,-4.00,0.00,"",,,,,,
2018,2018-01-26,"525","BOS","IAD",-3.00,-19.00,0.00,"",,,,,,
2018,2018-01-26,"511","BOS","IAD",-5.00,-6.00,0.00,"",,,,,,
2018,2018-01-26,"496","ORD","BOS",-7.00,-13.00,0.00,"",,,,,,
2018,2018-01-26,"477","BOS","SFO",-10.00,-7.00,0.00,"",,,,,,
2018,2018-01-26,"448","BOS","DEN",3.00,-15.00,0.00,"",,,,,,
2018,2018-01-26,"444","SFO","BOS",-10.00,-13.00,0.00,"",,,,,,
2018,2018-01-26,"439","BOS","ORD",2.00,1.00,0.00,"",,,,,,
2018,2018-01-26,"433","BOS","SFO",4.00,15.00,0.00,"",0.00,0.00,15.00,0.00,0.00,
2018,2018-01-26,"402","EWR","BOS",-8.00,-24.00,0.00,"",,,,,,
2018,2018-01-26,"389","BOS","IAD",-10.00,-24.00,0.00,"",,,,,,
2018,2018-01-26,"386","DEN","BOS",-3.00,-11.00,0.00,"",,,,,,
2018,2018-01-26,"352","IAD","BOS",-11.00,-12.00,0.00,"",,,,,,
2018,2018-01-26,"343","BOS","EWR",-12.00,-7.00,0.00,"",,,,,,
2018,2018-01-26,"339","BOS","DEN",-10.00,-8.00,0.00,"",,,,,,
2018,2018-01-26,"319","BOS","SFO",5.00,1.00,0.00,"",,,,,,
2018,2018-01-26,"304","BOS","IAH",-6.00,-13.00,0.00,"",,,,,,
2018,2018-01-26,"280","EWR","BOS",-5.00,-1.00,0.00,"",,,,,,
2018,2018-01-26,"242","SFO","BOS",25.00,4.00,0.00,"",,,,,,
2018,2018-01-26,"207","BOS","SFO",7.00,-6.00,0.00,"",,,,,,
2018,2018-01-26,"203","BOS","ORD",29.00,18.00,0.00,"",18.00,0.00,0.00,0.00,0.00,
2018,2018-01-25,"2400","BOS","SFO",5.00,5.00,0.00,"",,,,,,
2018,2018-01-25,"2136","BOS","IAD",0.00,-13.00,0.00,"",,,,,,
2018,2018-01-25,"2062","EWR","BOS",20.00,9.00,0.00,"",,,,,,
2018,2018-01-25,"2047","BOS","EWR",-8.00,-9.00,0.00,"",,,,,,
2018,2018-01-25,"2047","IAH","BOS",-12.00,-22.00,0.00,"",,,,,,
2018,2018-01-25,"2045","BOS","IAH",-1.00,-17.00,0.00,"",,,,,,
2018,2018-01-25,"1946","BOS","EWR",-9.00,-38.00,0.00,"",,,,,,
