"YEAR","FL_DATE","OP_CARRIER_FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017,2017-08-01,"12","SEA","BOS",-5.00,-16.00,0.00,"",,,,,,
2017,2017-08-01,"15","BOS","SEA",9.00,-8.00,0.00,"",,,,,,
2017,2017-08-01,"24","SEA","BOS",3.00,7.00,0.00,"",,,,,,
2017,2017-08-01,"25","BOS","SEA",3.00,-12.00,0.00,"",,,,,,
2017,2017-08-01,"30","PDX","BOS",-3.00,-1.00,0.00,"",,,,,,
2017,2017-08-01,"33","BOS","PDX",-1.00,-12.00,0.00,"",,,,,,
2017,2017-08-01,"736","SEA","BOS",8.00,9.00,0.00,"",,,,,,
2017,2017-08-01,"737","BOS","SEA",-5.00,-17.00,0.00,"",,,,,,
2017,2017-08-01,"769","BOS","SAN",3.00,-33.00,0.00,"",,,,,,
2017,2017-08-01,"798","SAN","BOS",-8.00,-14.00,0.00,"",,,,,,
2017,2017-08-02,"12","SEA","BOS",-8.00,19.00,0.00,"",0.00,0.00,19.00,0.00,0.00,
2017,2017-08-02,"15","BOS","SEA",103.00,71.00,0.00,"",0.00,0.00,0.00,0.00,71.00,
2017,2017-08-02,"24","SEA","BOS",7.00,13.00,0.00,"",,,,,,
2017,2017-08-02,"25","BOS","SEA",-1.00,18.00,0.00,"",0.00,0.00,18.00,0.00,0.00,
2017,2017-08-02,"30","PDX","BOS",87.00,109.00,0.00,"",0.00,0.00,109.00,0.00,0.00,
2017,2017-08-02,"33","BOS","PDX",64.00,46.00,0.00,"",0.00,46.00,0.00,0.00,0.00,
2017,2017-08-02,"736","SEA","BOS",60.00,60.00,0.00,"",0.00,0.00,60.00,0.00,0.00,
2017,2017-08-02,"737","BOS","SEA",4.00,3.00,0.00,"",,,,,,
2017,2017-08-02,"769","BOS","SAN",19.00,15.00,0.00,"",15.00,0.00,0.00,0.00,0.00,
2017,2017-08-02,"798","SAN","BOS",-4.00,3.00,0.00,"",,,,,,
2017,2017-08-03,"12","SEA","BOS",-7.00,0.00,0.00,"",,,,,,
2017,2017-08-03,"15","BOS","SEA",83.00,63.00,0.00,"",0.00,0.00,63.00,0.00,0.00,
2017,2017-08-03,"24","SEA","BOS",26.00,37.00,0.00,"",0.00,0.00,11.00,0.00,26.00,
2017,2017-08-03,"25","BOS","SEA",0.00,-2.00,0.00,"",,,,,,
2017,2017-08-03,"30","PDX","BOS",-1.00,12.00,0.00,"",,,,,,
2017,2017-08-03,"33","BOS","PDX",23.00,3.00,0.00,"",,,,,,
2017,2017-08-03,"736","SEA","BOS",62.00,89.00,0.00,"",5.00,0.00,27.00,0.00,57.00,
2017,2017-08-03,"737","BOS","SEA",-1.00,-13.00,0.00,"",,,,,,
2017,2017-08-03,"769","BOS","SAN",37.00,48.00,0.00,"",10.00,0.00,11.00,0.00,27.00,
2017,2017-08-03,"798","SAN","BOS",-9.00,34.00,0.00,"",0.00,0.00,34.00,0.00,0.00,
2017,2017-08-04,"12","SEA","BOS",-3.00,-12.00,0.00,"",,,,,,
2017,2017-08-04,"15","BOS","SEA",43.00,64.00,0.00,"",0.00,0.00,64.00,0.00,0.00,
2017,2017-08-04,"24","SEA","BOS",10.00,12.00,0.00,"",,,,,,
2017,2017-08-04,"25","BOS","SEA",0.00,-4.00,0.00,"",,,,,,
2017,2017-08-04,"30","PDX","BOS",-8.00,6.00,0.00,"",,,,,,
2017,2017-08-04,"33","BOS","PDX",-10.00,-12.00,0.00,"",,,,,,
2017,2017-08-04,"736","SEA","BOS",15.00,43.00,0.00,"",0.00,0.00,28.00,0.00,15.00,
2017,2017-08-04,"737","BOS","SEA",10.00,2.00,0.00,"",,,,,,
2017,2017-08-04,"769","BOS","SAN",60.00,90.00,0.00,"",0.00,0.00,30.00,0.00,60.00,
2017,2017-08-04,"798","SAN","BOS",49.00,69.00,0.00,"",0.00,0.00,69.00,0.00,0.00,
2017,2017-08-05,"12","SEA","BOS",2.00,-34.00,0.00,"",,,,,,
2017,2017-08-05,"15","BOS","SEA",-10.00,-56.00,0.00,"",,,,,,
2017,2017-08-05,"24","SEA","BOS",-2.00,20.00,0.00,"",0.00,0.00,20.00,0.00,0.00,
2017,2017-08-05,"25","BOS","SEA",-4.00,-17.00,0.00,"",,,,,,
2017,2017-08-05,"30","PDX","BOS",-12.00,-32.00,0.00,"",,,,,,
2017,2017-08-05,"33","BOS","PDX",-2.00,-34.00,0.00,"",,,,,,
2017,2017-08-05,"736","SEA","BOS",2.00,-9.00,0.00,"",,,,,,
2017,2017-08-05,"737","BOS","SEA",-6.00,-14.00,0.00,"",,,,,,
2017,2017-08-05,"769","BOS","SAN",-2.00,21.00,0.00,"",0.00,0.00,21.00,0.00,0.00,
2017,2017-08-05,"798","SAN","BOS",-5.00,-11.00,0.00,"",,,,,,
2017,2017-08-06,"12","SEA","BOS",37.00,18.00,0.00,"",18.00,0.00,0.00,0.00,0.00,
2017,2017-08-06,"15","BOS","SEA",9.00,-3.00,0.00,"",,,,,,
2017,2017-08-06,"24","SEA","BOS",-2.00,2.00,0.00,"",,,,,,
2017,2017-08-06,"25","BOS","SEA",,,1.00,"A",,,,,,
2017,2017-08-06,"30","PDX","BOS",-8.00,11.00,0.00,"",,,,,,
2017,2017-08-06,"33","BOS","PDX",10.00,-3.00,0.00,"",,,,,,
2017,2017-08-06,"736","SEA","BOS",32.00,21.00,0.00,"",21.00,0.00,0.00,0.00,0.00,
2017,2017-08-06,"737","BOS","SEA",86.00,67.00,0.00,"",67.00,0.00,0.00,0.00,0.00,
2017,2017-08-06,"769","BOS","SAN",-5.00,0.00,0.00,"",,,,,,
2017,2017-08-06,"798","SAN","BOS",-8.00,6.00,0.00,"",,,,,,
2017,2017-08-07,"12","SEA","BOS",-10.00,-19.00,0.00,"",,,,,,
2017,2017-08-07,"15","BOS","SEA",16.00,10.00,0.00,"",,,,,,
2017,2017-08-07,"24","SEA","BOS",0.00,51.00,0.00,"",0.00,0.00,51.00,0.00,0.00,
2017,2017-08-07,"25","BOS","SEA",-6.00,-13.00,0.00,"",,,,,,
2017,2017-08-07,"30","PDX","BOS",-7.00,6.00,0.00,"",,,,,,
2017,2017-08-07,"33","BOS","PDX",0.00,-7.00,0.00,"",,,,,,
2017,2017-08-07,"736","SEA","BOS",5.00,-1.00,0.00,"",,,,,,
